"_id","收费门架编号","门架名称","门架类型","门架种类","门架标志","省界入/出口标识","收费单元编码组合","车道数","纬度","经度","桩号","使用状态","起始日期","终止日期","门架HEX字符串","反向门架HEX字符串"
"ObjectId(""61f35b861642df6c4cd1d19b"")","G001837013002710010","古城-古城虚收费门架","路段收费门架","虚拟门架",null,null,"G001837013002710","2|1",37.6994871088384,117.837176921097,"K1249+340","在用","2100-01-01","2999-12-31","3C303E","3D303D"
"ObjectId(""61f35b861642df6c4cd1d19c"")","G001837013002720010","古城虚-古城收费门架","路段收费门架","虚拟门架",null,null,"G001837013002720","2|1",37.6993892707708,117.837063911503,"K1249+340","在用","2100-01-01","2999-12-31","3D303D","3C303E"
"ObjectId(""61f35b861642df6c4cd1d19d"")","G001837014000210020","沾化东-沾化西门架","路段收费门架","实体门架",0,null,"G001837014000210","2|1",37.733088,118.100329,"K550+500","在用","2100-01-01","2999-12-31","3C3015","3D301A"
"ObjectId(""61f35b871642df6c4cd1d19e"")","G001837014000410040","滨州港-古城枢纽门架","路段收费门架","实体门架",0,null,"G001837014000410","2|1",37.739987,117.86247,"K571+900","在用","2100-01-01","2999-12-31","3C3017","3D3018"
"ObjectId(""61f35b871642df6c4cd1d19f"")","G001837014000720070","古城枢纽-滨州港门架","路段收费门架","实体门架",0,null,"G001837014000720","2|1",37.739812,117.861299,"K571+950","在用","2100-01-01","2999-12-31","3D3018","3C3017"
"ObjectId(""61f35b871642df6c4cd1d1a0"")","G001837014000920090","沾化西-沾化东门架","路段收费门架","实体门架",0,null,"G001837014000920","2|1",37.732958,118.099727,"K550+550","在用","2100-01-01","2999-12-31","3D301A","3C3015"
"ObjectId(""61f35b871642df6c4cd1d1a1"")","G001837014001110010","滨州港-滨州港虚收费门架","路段收费门架","虚拟门架",null,null,"G001837014001110","2|1",37.7331329088034,117.903981341842,"K571+900","在用","2100-01-01","2999-12-31","3C3407","3D340C"
"ObjectId(""61f35b871642df6c4cd1d1a2"")","G001837014001120010","滨州港虚-滨州港收费门架","路段收费门架","虚拟门架",null,null,"G001837014001120","2|1",37.7333236120789,117.903950440198,"K571+900","在用","2100-01-01","2999-12-31","3D340C","3C3407"
"ObjectId(""61f35b871642df6c4cd1d1a3"")","G001837014001210010","沾化西-沾化西虚收费门架","路段收费门架","虚拟门架",null,null,"G001837014001210","2|1",37.7351979692081,118.077003041037,"K554+600","在用","2100-01-01","2999-12-31","3C340B","3D3408"
"ObjectId(""61f35b871642df6c4cd1d1a4"")","G001837014001220010","沾化西虚-沾化西收费门架","路段收费门架","虚拟门架",null,null,"G001837014001220","2|1",37.7353689306698,118.077070538268,"K554+600","在用","2100-01-01","2999-12-31","3D3408","3C340B"
"ObjectId(""61f35b871642df6c4cd1d1a5"")","G001837014001310010","沾化东-沾化东虚收费门架","路段收费门架","虚拟门架",null,null,"G001837014001310","2|1",37.7347444226353,118.167865979431,"K550+500","在用","2100-01-01","2999-12-31","3C340A","3D3409"
"ObjectId(""61f35b871642df6c4cd1d1a6"")","G001837014001320010","沾化东虚-沾化东收费门架","路段收费门架","虚拟门架",null,null,"G001837014001320","2|1",37.7349461654563,118.167792530276,"K550+500","在用","2100-01-01","2999-12-31","3D3409","3C340A"
"ObjectId(""61f35b871642df6c4cd1d1a7"")","G001837014001410100","沾化西虚-沾化枢纽虚收费门架","路段收费门架","实体门架",0,null,"G001837014001410","3|1",37.729874,118.049593,"K554+650","在用","2100-01-01","2999-12-31","3C340D","3D340E"
"ObjectId(""61f35b871642df6c4cd1d1a8"")","G001837014001420100","沾化枢纽-沾化西虚收费门架","路段收费门架","实体门架",0,null,"G001837014001420","3|1",37.729644,118.049322,"K554+650","在用","2100-01-01","2999-12-31","3D340E","3C340D"
"ObjectId(""61f35b871642df6c4cd1d1a9"")","G001837014001510110","沾化枢纽-滨州港虚收费门架","路段收费门架","虚拟门架",null,null,"G001837014001510","3|1",37.72993,118.048946,"K554+650","备用","2100-01-01","2999-12-31","3C340F","3D3410"
"ObjectId(""61f35b871642df6c4cd1d1aa"")","G001837014001520110","滨州港虚-沾化枢纽收费门架","路段收费门架","虚拟门架",null,null,"G001837014001520","3|1",37.729998,118.048581,"K554+650","备用","2100-01-01","2999-12-31","3D3410","3C340F"
"ObjectId(""61f35b871642df6c4cd1d1ab"")","G001837015000210010","灰埠-郭家埠枢纽门架","路段收费门架","实体门架",0,null,"G001837015000210","2|1",36.97101401,119.70511252,"K340+100","在用","2100-01-01","2999-12-31","3C2C01","3D2C04"
"ObjectId(""61f35b871642df6c4cd1d1ac"")","G001837015000310020","郭家埠枢纽-明村枢纽门架","路段收费门架","实体门架",0,null,"G001837015000310","2|1",36.920619,119.642259,"K2+730","在用","2100-01-01","2999-12-31","3C2C02","3D2C03"
"ObjectId(""61f35b871642df6c4cd1d1ad"")","G001837015000420030","明村枢纽-郭家埠枢纽门架","路段收费门架","实体门架",0,null,"G001837015000420","2|1",36.91997733,119.64194108,"K2+850","在用","2100-01-01","2999-12-31","3D2C03","3C2C02"
"ObjectId(""61f35b871642df6c4cd1d1ae"")","G001837015000520040","郭家埠枢纽-灰埠门架","路段收费门架","实体门架",0,null,"G001837015000520","2|1",36.97041752,119.70456724,"K340+150","在用","2100-01-01","2999-12-31","3D2C04","3C2C01"
"ObjectId(""61f35b871642df6c4cd1d1af"")","G001837015000710010","灰埠-灰埠虚收费门架","路段收费门架","虚拟门架",null,null,"G001837015000710","2|1",36.9808660357674,119.717542103628,"K340+100","在用","2100-01-01","2999-12-31","3C2C06","3D2C05"
"ObjectId(""61f35b871642df6c4cd1d1b0"")","G001837015000720010","灰埠虚-灰埠收费门架","路段收费门架","虚拟门架",null,null,"G001837015000720","2|1",36.9809325804528,119.717595270199,"K340+100","在用","2100-01-01","2999-12-31","3D2C05","3C2C06"
"ObjectId(""61f35b871642df6c4cd1d1b1"")","G001837016000110010","威海-文登北门架","路段收费门架","实体门架",0,null,"G001837016000110","2|1",37.289758,122.103582,"K68+400","在用","2100-01-01","2999-12-31","3C0401","3D0411"
"ObjectId(""61f35b871642df6c4cd1d1b2"")","G001837016000210020","文登北-文登门架","路段收费门架","实体门架",0,null,"G001837016000210","2|1",37.1860692174777,122.015673721122,"K54+200","在用","2100-01-01","2999-12-31","3C0402","3D0410"
"ObjectId(""61f35b871642df6c4cd1d1b3"")","G001837016000310030","文登-威乳荣文立交门架","路段收费门架","实体门架",0,null,"G001837016000310","2|1",37.1512311680617,121.981312666421,"K49+200","在用","2100-01-01","2999-12-31","3C0403","3D040F"
"ObjectId(""61f35b871642df6c4cd1d1b4"")","G001837016000410040","威乳荣文立交-威海南海门架","路段收费门架","实体门架",0,null,"G001837016000410","2|1",37.069551,121.912552,"K33+500","在用","2100-01-01","2999-12-31","3C0404","3D040E"
"ObjectId(""61f35b871642df6c4cd1d1b5"")","G001837016000510050","威海南海-南黄门架","路段收费门架","实体门架",0,null,"G001837016000510","2|1",37.04701691,121.89867352,"K36+350","在用","2100-01-01","2999-12-31","3C0405","3D040D"
"ObjectId(""61f35b871642df6c4cd1d1b6"")","G001837016000610060","南黄-乳山东门架","路段收费门架","实体门架",0,null,"G001837016000610","2|1",36.9521111927255,121.764354636375,"K53+000","在用","2100-01-01","2999-12-31","3C0406","3D0412"
"ObjectId(""61f35b871642df6c4cd1d1b7"")","G001837016000920070","乳山东-南黄门架","路段收费门架","实体门架",0,null,"G001837016000920","2|1",36.91434291,121.61015911,"K68+230","在用","2100-01-01","2999-12-31","3D0412","3C0406"
"ObjectId(""61f35b871642df6c4cd1d1b8"")","G001837016001020080","南黄-威海南海门架","路段收费门架","实体门架",0,null,"G001837016001020","2|1",37.04378279,121.89714741,"K36+650","在用","2100-01-01","2999-12-31","3D040D","3C0405"
"ObjectId(""61f35b871642df6c4cd1d1b9"")","G001837016001120090","威海南海-威乳荣文立交门架","路段收费门架","实体门架",0,null,"G001837016001120","2|1",37.06896232,121.91213619,"K33+550","在用","2100-01-01","2999-12-31","3D040E","3C0404"
"ObjectId(""61f35b871642df6c4cd1d1ba"")","G001837016001220100","威乳荣文立交-文登门架","路段收费门架","实体门架",0,null,"G001837016001220","2|1",37.1496877901349,121.979971227093,"K49+000","在用","2100-01-01","2999-12-31","3D040F","3C0403"
"ObjectId(""61f35b871642df6c4cd1d1bb"")","G001837016001320110","文登-文登北门架","路段收费门架","实体门架",0,null,"G001837016001320","2|1",37.1820391004161,122.013677548743,"K53+700","在用","2100-01-01","2999-12-31","3D0410","3C0402"
"ObjectId(""61f35b871642df6c4cd1d1bc"")","G001837016001420120","文登北-威海门架","路段收费门架","实体门架",0,null,"G001837016001420","2|1",37.288369,122.101746,"K68+200","在用","2100-01-01","2999-12-31","3D0411","3C0401"
"ObjectId(""61f35b871642df6c4cd1d1bd"")","G001837016001510010","威海-威海虚收费门架","路段收费门架","虚拟门架",null,null,"G001837016001510","2|1",37.2965816813514,122.114236510316,"K69+000","在用","2100-01-01","2999-12-31","3C041A","3D0419"
"ObjectId(""61f35b871642df6c4cd1d1be"")","G001837016001520010","威海虚-威海收费门架","路段收费门架","虚拟门架",null,null,"G001837016001520","2|1",37.2964554226602,122.114292268274,"K69+000","在用","2100-01-01","2999-12-31","3D0419","3C041A"
"ObjectId(""61f35b871642df6c4cd1d1bf"")","G001837016001610010","文登北-文登北虚收费门架","路段收费门架","虚拟门架",null,null,"G001837016001610","2|1",37.2489544872449,122.058836493101,"K62+000","在用","2100-01-01","2999-12-31","3C041C","3D041B"
"ObjectId(""61f35b881642df6c4cd1d1c0"")","G001837016001620010","文登北虚-文登北收费门架","路段收费门架","虚拟门架",null,null,"G001837016001620","2|1",37.248756313817,122.059112207322,"K62+000","在用","2100-01-01","2999-12-31","3D041B","3C041C"
"ObjectId(""61f35b881642df6c4cd1d1c1"")","G001837011000710010","利津-利津虚收费门架","路段收费门架","虚拟门架",null,null,"G001837011000710","2|1",37.7073011346602,118.363075381604,"K517+000","在用","2100-01-01","2999-12-31","3C3614","3D3613"
"ObjectId(""61f35b881642df6c4cd1d1c2"")","G001837011000720010","利津虚-利津收费门架","路段收费门架","虚拟门架",null,null,"G001837011000720","2|1",37.7071833131251,118.363030527396,"K517+000","在用","2100-01-01","2999-12-31","3D3613","3C3614"
"ObjectId(""61f35b881642df6c4cd1d1c3"")","G001837011000810010","陈庄-陈庄虚收费门架","路段收费门架","虚拟门架",null,null,"G001837011000810","2|1",37.7080839682217,118.506122976686,"K512+400","在用","2100-01-01","2999-12-31","3C3616","3D3615"
"ObjectId(""61f35b881642df6c4cd1d1c4"")","G001837011000820010","陈庄虚-陈庄收费门架","路段收费门架","虚拟门架",null,null,"G001837011000820","2|1",37.7082107849935,118.506362066073,"K512+400","在用","2100-01-01","2999-12-31","3D3615","3C3616"
"ObjectId(""61f35b881642df6c4cd1d1c5"")","G001837012000110010","垦利-垦利北门架","路段收费门架","实体门架",0,null,"G001837012000110|G001837009000410","2|1",37.5563358,118.60628287,"K494+400","在用","2100-01-01","2999-12-31","3C2E01","3D2E0C"
"ObjectId(""61f35b881642df6c4cd1d1c6"")","G001837012000210020","东营北-垦利门架","路段收费门架","实体门架",0,null,"G001837012000210","2|1",37.53091623,118.59453377,"K491+400","在用","2100-01-01","2999-12-31","3C2E02","3D2E0B"
"ObjectId(""61f35b881642df6c4cd1d1c7"")","G001837012000310030","东营-东营北门架","路段收费门架","实体门架",0,null,"G001837012000310","2|1",37.451549,118.600311,"K482+550","在用","2100-01-01","2999-12-31","3C2E03","3D2E0A"
"ObjectId(""61f35b881642df6c4cd1d1c8"")","G001837012000410040","李庄-东营门架","路段收费门架","实体门架",0,null,"G001837012000410","2|1",37.379282,118.600267,"K474+500","在用","2100-01-01","2999-12-31","3C2E04","3D2E09"
"ObjectId(""61f35b881642df6c4cd1d1c9"")","G001837012000510050","辛庄子枢纽-李庄门架","路段收费门架","实体门架",0,null,"G001837012000510","2|1",37.22881142,118.58905768,"K457+600","在用","2100-01-01","2999-12-31","3C2E05","3D2E08"
"ObjectId(""61f35b881642df6c4cd1d1ca"")","G001837012000610060","辛庄子枢纽-广饶门架","路段收费门架","实体门架",0,null,"G001837012000610","2|1",37.0527332,118.53764678,"K1384+300","在用","2100-01-01","2999-12-31","3C2E06","3D2E07"
"ObjectId(""61f35b881642df6c4cd1d1cb"")","G001837012000710070","广饶-大王门架","路段收费门架","实体门架",0,null,"G001837012000710","2|1",37.026674,118.542912,"K1387+300","在用","2100-01-01","2999-12-31","3C2E0D","3D2E0E"
"ObjectId(""61f35b881642df6c4cd1d1cc"")","G001837012001620120","大王-广饶门架","路段收费门架","实体门架",0,null,"G001837012001620","2|1",37.0258171693843,118.543243613939,"K1387+350","在用","2100-01-01","2999-12-31","3D2E0E","3C2E0D"
"ObjectId(""61f35b881642df6c4cd1d1cd"")","G001837012001720130","广饶-辛庄子枢纽门架","路段收费门架","实体门架",0,null,"G001837012001720","2|1",37.05230523,118.53775284,"K1384+350","在用","2100-01-01","2999-12-31","3D2E07","3C2E06"
"ObjectId(""61f35b881642df6c4cd1d1ce"")","G001837012001820140","李庄-辛庄子枢纽门架","路段收费门架","实体门架",0,null,"G001837012001820","2|1",37.22967687,118.58919039,"K457+650","在用","2100-01-01","2999-12-31","3D2E08","3C2E05"
"ObjectId(""61f35b881642df6c4cd1d1cf"")","G001837012001920150","东营-李庄门架","路段收费门架","实体门架",0,null,"G001837012001920","2|1",37.380052,118.600187,"K474+550","在用","2100-01-01","2999-12-31","3D2E09","3C2E04"
"ObjectId(""61f35b881642df6c4cd1d1d0"")","G001837012002020160","东营北-东营门架","路段收费门架","实体门架",0,null,"G001837012002020","2|1",37.452616,118.599918,"K482+600","在用","2100-01-01","2999-12-31","3D2E0A","3C2E03"
"ObjectId(""61f35b881642df6c4cd1d1d1"")","G001837012002120170","垦利-东营北门架","路段收费门架","实体门架",0,null,"G001837012002120","2|1",37.53145942,118.59463154,"K491+450","在用","2100-01-01","2999-12-31","3D2E0B","3C2E02"
"ObjectId(""61f35b881642df6c4cd1d1d2"")","G001837012002220180","垦利北-垦利门架","路段收费门架","实体门架",0,null,"G001837009000520|G001837012002220","2|1",37.55701046,118.60633182,"K494+450","在用","2100-01-01","2999-12-31","3D2E0C","3C2E01"
"ObjectId(""61f35b881642df6c4cd1d1d3"")","G001837012002310010","垦利-垦利虚收费门架","路段收费门架","虚拟门架",null,null,"G001837012002310","2|1",37.5415312577348,118.594822830952,"K494+400","在用","2100-01-01","2999-12-31","3C2E10","3D2E0F"
"ObjectId(""61f35b881642df6c4cd1d1d4"")","G001837012002320010","垦利虚-垦利收费门架","路段收费门架","虚拟门架",null,null,"G001837012002320","2|1",37.5417482578063,118.59495622823,"K494+400","在用","2100-01-01","2999-12-31","3D2E0F","3C2E10"
"ObjectId(""61f35b881642df6c4cd1d1d5"")","G001837012002410010","东营北-东营北虚收费门架","路段收费门架","虚拟门架",null,null,"G001837012002410","2|1",37.468586,118.600356,"K491+400","停用","2100-01-01","2999-12-31","3C2E12","3D2E11"
"ObjectId(""61f35b881642df6c4cd1d1d6"")","G001837012002420010","东营北虚-东营北收费门架","路段收费门架","虚拟门架",null,null,"G001837012002420","2|1",37.468597,118.600589,"K491+400","停用","2100-01-01","2999-12-31","3D2E11","3C2E12"
"ObjectId(""61f35b881642df6c4cd1d1d7"")","G001837012002510010","东营-东营虚收费门架","路段收费门架","虚拟门架",null,null,"G001837012002510","2|1",37.4021789463013,118.601262586573,"K474+550","在用","2100-01-01","2999-12-31","3C2E14","3D2E13"
"ObjectId(""61f35b891642df6c4cd1d1d8"")","G001837012002520010","东营虚-东营收费门架","路段收费门架","虚拟门架",null,null,"G001837012002520","2|1",37.4023205200229,118.601545922613,"K474+550","在用","2100-01-01","2999-12-31","3D2E13","3C2E14"
"ObjectId(""61f35b891642df6c4cd1d1d9"")","G001837012002610010","李庄-李庄虚收费门架","路段收费门架","虚拟门架",null,null,"G001837012002610","2|1",37.2452978863539,118.59384532328,"K474+500","在用","2100-01-01","2999-12-31","3C2E16","3D2E15"
"ObjectId(""61f35b891642df6c4cd1d1da"")","G001837012002620010","李庄虚-李庄收费门架","路段收费门架","虚拟门架",null,null,"G001837012002620","2|1",37.2453032716521,118.593686599391,"K474+500","在用","2100-01-01","2999-12-31","3D2E15","3C2E16"
"ObjectId(""61f35b891642df6c4cd1d1db"")","G001837012002710010","广饶-广饶虚收费门架","路段收费门架","虚拟门架",null,null,"G001837012002710","2|1",37.0425554090816,118.536274901419,"K1384+350","在用","2100-01-01","2999-12-31","3C2E18","3D2E17"
"ObjectId(""61f35b891642df6c4cd1d1dc"")","G001837012002720010","广饶虚-广饶收费门架","路段收费门架","虚拟门架",null,null,"G001837012002720","2|1",37.0425351995559,118.536451654117,"K1384+350","在用","2100-01-01","2999-12-31","3D2E17","3C2E18"
"ObjectId(""61f35b891642df6c4cd1d1dd"")","G001837013000110010","鲁北-无棣门架","省界收费门架","实体门架",0,"省界入口","G001837013000110","3|1",37.927448,117.643855,"K603+150","在用","2100-01-01","2999-12-31","3E3001","3F3013"
"ObjectId(""61f35b891642df6c4cd1d1de"")","G001837013000110210","鲁北-无棣门架","省界收费门架","实体门架",0,"省界入口","G001837013000110","3|1",37.923878,117.646987,"K603+550","在用","2100-01-01","2999-12-31","3E3001","3F3013"
"ObjectId(""61f35b891642df6c4cd1d1df"")","G001837013000210020","无棣-古城枢纽门架","路段收费门架","实体门架",0,null,"G001837013000210","3|1",37.897162,117.674484,"K598+550","在用","2100-01-01","2999-12-31","3C3003","3D3012"
"ObjectId(""61f35b891642df6c4cd1d1e0"")","G001837013000310030","古城枢纽-古城门架","路段收费门架","实体门架",0,null,"G001837013000310","3|1",37.712362,117.826796,"K1249+290","在用","2100-01-01","2999-12-31","3C3004","3D3011"
"ObjectId(""61f35b891642df6c4cd1d1e1"")","G001837013000410040","古城-大高门架","路段收费门架","实体门架",0,null,"G001837013000410","2|1",37.626375,117.863438,"K1259+430","在用","2100-01-01","2999-12-31","3C3005","3D3010"
"ObjectId(""61f35b891642df6c4cd1d1e2"")","G001837013000510050","大高-滨州北门架","路段收费门架","实体门架",0,null,"G001837013000510","2|1",37.513464,117.911334,"K1274+930","在用","2100-01-01","2999-12-31","3C3006","3D300F"
"ObjectId(""61f35b891642df6c4cd1d1e3"")","G001837013000610060","滨州北-长深济东立交门架","路段收费门架","实体门架",0,null,"G001837013000610","2|1",37.475585,117.910108,"K1277+420","在用","2100-01-01","2999-12-31","3C3007","3D300E"
"ObjectId(""61f35b891642df6c4cd1d1e4"")","G001837013000710070","长深济东立交-滨城门架","路段收费门架","实体门架",0,null,"G001837013000710","2|1",37.425447,117.904559,"K1283+150","在用","2100-01-01","2999-12-31","3C3008","3D300D"
"ObjectId(""61f35b891642df6c4cd1d1e5"")","G001837013000810080","滨城-滨州门架","路段收费门架","实体门架",0,null,"G001837013000810","2|1",37.37640493,117.91027945,"K1288+650","在用","2100-01-01","2999-12-31","3C3009","3D300C"
"ObjectId(""61f35b891642df6c4cd1d1e6"")","G001837013000910090","滨州-滨州南门架","路段收费门架","实体门架",0,null,"G001837013000910","2|1",37.308133,117.914964,"K1296+450","在用","2100-01-01","2999-12-31","3C300A","3D300B"
"ObjectId(""61f35b891642df6c4cd1d1e7"")","G001837013001220120","滨州南-滨州门架","路段收费门架","实体门架",0,null,"G001837013001220","2|1",37.307386,117.915859,"K1295+500","在用","2100-01-01","2999-12-31","3D300B","3C300A"
"ObjectId(""61f35b891642df6c4cd1d1e8"")","G001837013001320130","滨州-滨城门架","路段收费门架","实体门架",0,null,"G001837013001320","2|1",37.37553214,117.91041911,"K1288+700","在用","2100-01-01","2999-12-31","3D300C","3C3009"
"ObjectId(""61f35b891642df6c4cd1d1e9"")","G001837013001420140","滨城-长深济东立交门架","路段收费门架","实体门架",0,null,"G001837013001420","2|1",37.424657,117.904693,"K1283+100","在用","2100-01-01","2999-12-31","3D300D","3C3008"
"ObjectId(""61f35b891642df6c4cd1d1ea"")","G001837013001520150","长深济东立交-滨州北门架","路段收费门架","实体门架",0,null,"G001837013001520","2|1",37.47489882,117.91006157,"K1277+370","在用","2100-01-01","2999-12-31","3D300E","3C3007"
"ObjectId(""61f35b8a1642df6c4cd1d1eb"")","G001837013001620160","滨州北-大高门架","路段收费门架","实体门架",0,null,"G001837013001620","2|1",37.513047,117.911515,"K1274+900","在用","2100-01-01","2999-12-31","3D300F","3C3006"
"ObjectId(""61f35b8a1642df6c4cd1d1ec"")","G001837013001720170","大高-古城门架","路段收费门架","实体门架",0,null,"G001837013001720","2|1",37.625425,117.863568,"K1259+450","在用","2100-01-01","2999-12-31","3D3010","3C3005"
"ObjectId(""61f35b8a1642df6c4cd1d1ed"")","G001837013001820180","古城-古城枢纽门架","路段收费门架","实体门架",0,null,"G001837013001820","3|1",37.711793,117.827209,"K1249+340","在用","2100-01-01","2999-12-31","3D3011","3C3004"
"ObjectId(""61f35b8a1642df6c4cd1d1ee"")","G001837013001920190","古城枢纽-无棣门架","路段收费门架","实体门架",0,null,"G001837013001920","3|1",37.897175,117.674514,"K598+500","在用","2100-01-01","2999-12-31","3D3012","3C3003"
"ObjectId(""61f35b8a1642df6c4cd1d1ef"")","G001837013002020200","无棣-鲁北主线门架","省界收费门架","实体门架",0,"省界出口","G001837013002020","3|1",37.931237,117.640237,"K603+100","在用","2100-01-01","2999-12-31","3F3013","3E3001"
"ObjectId(""61f35b8a1642df6c4cd1d1f0"")","G001837013002020220","无棣-鲁北主线门架","省界收费门架","实体门架",0,"省界出口","G001837013002020","3|1",37.928283,117.642816,"K602+500","在用","2100-01-01","2999-12-31","3F3013","3E3001"
"ObjectId(""61f35b8a1642df6c4cd1d1f1"")","G001837013002110010","滨州-滨州虚收费门架","路段收费门架","虚拟门架",null,null,"G001837013002110","2|1",37.3639590437951,117.914641338886,"K1296+450","在用","2100-01-01","2999-12-31","3C3034","3D3033"
"ObjectId(""61f35b8a1642df6c4cd1d1f2"")","G001837013002120010","滨州虚-滨州收费门架","路段收费门架","虚拟门架",null,null,"G001837013002120","2|1",37.3638690589121,117.914902831065,"K1296+450","在用","2100-01-01","2999-12-31","3D3033","3C3034"
"ObjectId(""61f35b8a1642df6c4cd1d1f3"")","G001837013002210010","滨城-滨城虚收费门架","路段收费门架","虚拟门架",null,null,"G001837013002210","2|1",37.4141916565663,117.906351268319,"K1283+100","在用","2100-01-01","2999-12-31","3C3036","3D3035"
"ObjectId(""61f35b8a1642df6c4cd1d1f4"")","G001837013002220010","滨城虚-滨城收费门架","路段收费门架","虚拟门架",null,null,"G001837013002220","2|1",37.4141004759389,117.906490054129,"K1283+100","在用","2100-01-01","2999-12-31","3D3035","3C3036"
"ObjectId(""61f35b8a1642df6c4cd1d1f5"")","G001837013002310010","滨州北-滨州北虚收费门架","路段收费门架","虚拟门架",null,null,"G001837013002310","2|1",37.4945374462598,117.910659271163,"K1274+900","在用","2100-01-01","2999-12-31","3C3038","3D3037"
"ObjectId(""61f35b8a1642df6c4cd1d1f6"")","G001837013002320010","滨州北虚-滨州北收费门架","路段收费门架","虚拟门架",null,null,"G001837013002320","2|1",37.4945783967728,117.910472149751,"K1274+900","在用","2100-01-01","2999-12-31","3D3037","3C3038"
"ObjectId(""61f35b8a1642df6c4cd1d1f7"")","G001837013002410010","大高-大高虚收费门架","路段收费门架","虚拟门架",null,null,"G001837013002410","2|1",37.6097371753062,117.859024291632,"K1259+450","在用","2100-01-01","2999-12-31","3C303A","3D3039"
"ObjectId(""61f35b8a1642df6c4cd1d1f8"")","G001837013002420010","大高虚-大高收费门架","路段收费门架","虚拟门架",null,null,"G001837013002420","2|1",37.6098925203812,117.85916652694,"K1259+450","在用","2100-01-01","2999-12-31","3D3039","3C303A"
"ObjectId(""61f35b8a1642df6c4cd1d1f9"")","G001837013002510010","滨州南-滨州南虚收费门架","路段收费门架","虚拟门架",null,null,"G001837013002510","2|1",37.3003816530101,117.931572976686,"K1304+100","在用","2100-01-01","2999-12-31","3C3306","3D3305"
"ObjectId(""61f35b8a1642df6c4cd1d1fa"")","G002037005000210020","临淄-淄博高新区门架","路段收费门架","实体门架",0,null,"G002037005000210","4|1",36.855113,118.278489,"K229+800","在用","2100-01-01","2999-12-31","3C0E02","3D0E0D"
"ObjectId(""61f35b8a1642df6c4cd1d1fb"")","G002037005000310030","淄博高新区-淄博门架","路段收费门架","实体门架",0,null,"G002037005000310","4|1",36.859075,118.111863,"K244+900","在用","2100-01-01","2999-12-31","3C0E03","3D0E0C"
"ObjectId(""61f35b8a1642df6c4cd1d1fc"")","G002037005000410040","淄博-淄博西枢纽门架","路段收费门架","实体门架",0,null,"G002037005000410","4|1",36.857023,118.019491,"K253+190","在用","2100-01-01","2999-12-31","3C0E04","3D0E0B"
"ObjectId(""61f35b8a1642df6c4cd1d1fd"")","G002037005000510050","淄博西枢纽-周村门架","路段收费门架","实体门架",0,null,"G002037005000510","4|1",36.85766279,117.89462706,"K264+390","在用","2100-01-01","2999-12-31","3C0E05","3D0E0A"
"ObjectId(""61f35b8a1642df6c4cd1d1fe"")","G002037005000610060","周村-邹平东门架","路段收费门架","实体门架",0,null,"G002037005000610|G002037005000710","4|1",36.85999069,117.84843911,"K268+500","在用","2100-01-01","2999-12-31","3C0E06","3D0E09"
"ObjectId(""61f35b8a1642df6c4cd1d1ff"")","G002037005000810080","邹平东-邹平西门架","路段收费门架","实体门架",0,null,"G002037005000810","4|1",36.86413436,117.80134041,"K272+800","在用","2100-01-01","2999-12-31","3C0E07","3D0E08"
"ObjectId(""61f35b8b1642df6c4cd1d200"")","G002037005000920090","邹平西-邹平东门架","路段收费门架","实体门架",0,null,"G002037005000920","4|1",36.86423645,117.80034163,"K272+850","在用","2100-01-01","2999-12-31","3D0E08","3C0E07"
"ObjectId(""61f35b8b1642df6c4cd1d201"")","G002037005001120110","邹平东-周村门架","路段收费门架","实体门架",0,null,"G002037005001020|G002037005001120","4|1",36.85986978,117.84729519,"K268+600","在用","2100-01-01","2999-12-31","3D0E09","3C0E06"
"ObjectId(""61f35b8b1642df6c4cd1d202"")","G002037005001220120","周村-淄博西枢纽门架","路段收费门架","实体门架",0,null,"G002037005001220","4|1",36.857498,117.893829,"K264+420","在用","2100-01-01","2999-12-31","3D0E0A","3C0E05"
"ObjectId(""61f35b8b1642df6c4cd1d203"")","G002037005001320130","淄博西枢纽-淄博门架","路段收费门架","实体门架",0,null,"G002037005001320","4|1",36.856937,118.01865,"K253+220","在用","2100-01-01","2999-12-31","3D0E0B","3C0E04"
"ObjectId(""61f35b8b1642df6c4cd1d204"")","G001837016001710010","文登-文登虚收费门架","路段收费门架","虚拟门架",null,null,"G001837016001710","2|1",37.1682440359606,122.007402945085,"K51+000","在用","2100-01-01","2999-12-31","3C0414","3D0413"
"ObjectId(""61f35b8b1642df6c4cd1d205"")","G001837016001720010","文登虚-文登收费门架","路段收费门架","虚拟门架",null,null,"G001837016001720","2|1",37.1680404201264,122.007475478973,"K51+000","在用","2100-01-01","2999-12-31","3D0413","3C0414"
"ObjectId(""61f35b8b1642df6c4cd1d206"")","G001837016001810010","威海南海-威海南海虚收费门架","路段收费门架","虚拟门架",null,null,"G001837016001810","2|1",37.057108680664,121.906730700904,"K35+000","在用","2100-01-01","2999-12-31","3C0416","3D0415"
"ObjectId(""61f35b8b1642df6c4cd1d207"")","G001837016001820010","威海南海虚-威海南海收费门架","路段收费门架","虚拟门架",null,null,"G001837016001820","2|1",37.0570180784598,121.906974659105,"K35+000","在用","2100-01-01","2999-12-31","3D0415","3C0416"
"ObjectId(""61f35b8b1642df6c4cd1d208"")","G001837016001910010","南黄-南黄虚收费门架","路段收费门架","虚拟门架",null,null,"G001837016001910","2|1",36.9690822967768,121.793973018287,"K50+000","在用","2100-01-01","2999-12-31","3C0418","3D0417"
